"","ResponseId","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search","X","Search_Online"
"533","R_31XacfeTgkNYKhc","dec 3_1",0,4,29,3.8,1,3,"No",3,1124,1,1,0,"Conservative","Neutral",0,0,0,13996,0
"534","R_322Yhg4OlrIDkkr","dec 4_2",0,2,59,3.7,1,3,"Yes",4,1625,3,0,0,"Conservative","Liberal",0,0,0,10037,0
"535","R_32LMe7pFMVuGANr","dec 10_1",0,1,28,4.6,1,0,"No",1,716,-3,0,0,"Liberal","Conservative",0,0,0,12499,0
"536","R_32WvlCDPstIVAWK","feb 5_3",0,4,20,4.4,1,4,"No",1,626,0,0,0,"Moderate","Neutral",0,0,0,14529,0
"537","R_331H9nUgOouoMC6","dec 10_1",1,5,38,4,0,0,"No",2,483,0,1,0,"Moderate","Conservative",0,1,0,12528,0
"538","R_3378iZql1U7K2U8","dec 17_1",0,4,27,3.6,1,3,"No",1,709,0,1,0,"Moderate","Conservative",0,0,0,11160,0
"539","R_33D90paADp1VyBE","nov 21_1",0,1,57,3.9,3,1,"Yes",3,2992,-2,1,0,"Liberal","Conservative",0,0,0,12351,0
"540","R_33drTBulF0fb9Rv","jan 27_3",0,1,18,4.6,2,2,"Yes",1,886,-3,0,0,"Liberal","Neutral",0,0,0,12184,1
"541","R_33x2TGHBjnDoFFO","feb 4_3",0,6,23,3.6,0,1,"Yes",3,1194,0,0,0,"Moderate","Neutral",0,0,0,13733,0
"542","R_37ytlV75vZkq29H","jan 8_1",0,4,34,5,1,3,"No",2,2379,-2,0,0,"Liberal","Conservative",0,0,0,10315,0
"543","R_39sEqZJgX9fbnEJ","feb 5_3",0,2,45,5,1,3,"No",1,924,-2,0,0,"Liberal","Neutral",0,0,0,14541,0
"544","R_3CD9TdCSirndsmW","jan 21_3",0,4,60,3.1,0,3,"No",3,1347,0,1,0,"Moderate","Conservative",0,0,0,14466,0
"545","R_3D78Mca7dD4NBrP","nov 21_1",0,5,36,3,0,1,"Not Sure",1,2080,0,1,0,"Moderate","Conservative",0,0,0,12281,0
"546","R_3D7SpPjY0nDRDQY","dec 12_1",0,2,74,3.4,1,1,"No",3,2238,-2,0,0,"Liberal","Conservative",0,0,0,14069,0
"547","R_3dFiwaBE3NQnXDg","dec 3_1",0,2,20,4.2,0,2,"No",1,838,-2,1,0,"Liberal","Neutral",0,0,0,13955,1
"548","R_3Dim2rwqYAfSuE1","dec 2_3",0,1,44,3.2,1,1,"No",3,802,1,1,0,"Conservative","Neutral",0,0,0,13216,0
"549","R_3DnB574rY5OBf8q","dec 12_1",1,6,25,5,0,0,"Yes",2,2664,-1,1,0,"Liberal","Conservative",0,1,0,14125,1
"550","R_3DqfcjLYlx2DdJO","dec 3_1",0,4,18,4.9,0,3,"No",1,628,0,0,0,"Moderate","Neutral",0,0,0,13906,0
"551","R_3dYqUb7EVXwBXQs","jan 21_3",0,1,63,1.8,1,0,"No",4,895,-3,1,0,"Liberal","Conservative",0,0,0,14458,0
"552","R_3e38hCd2tg1W4mp","dec 11_1",0,3,18,3.8,2,2,"Not Sure",1,785,0,0,0,"Moderate","Conservative",0,0,0,13308,0
"553","R_3e5pwLUmgMBuKyc","jan 28_1",0,2,32,3.4,2,0,"No",3,2688,0,0,0,"Moderate","Conservative",0,0,0,12925,0
"554","R_3e8JaiWQG1YVAWu","dec 3_2",0,7,52,5,0,0,"No",1,580,3,1,0,"Conservative","Liberal",0,0,0,13948,0
"555","R_3EbarRZDd1O8yTU","feb 6_2",0,3,69,3.1,0,1,"No",3,1233,2,1,0,"Conservative","Liberal",0,0,0,10559,0
"556","R_3EcbZBbKzUYq5Zg","feb 4_3",0,6,38,2.6,1,0,"No",2,1595,2,1,0,"Conservative","Neutral",0,0,0,13798,0
"557","R_3EcLWpFAs8giAWq","jan 6_1",1,5,59,3.3,0,0,"Yes",1,2668,-2,0,0,"Liberal","Conservative",0,1,0,13478,0
"558","R_3EF2kKUXuZH3XCn","feb 4_3",0,1,30,4.6,1,2,"No",4,2075,-3,1,0,"Liberal","Neutral",0,0,0,13797,0
"559","R_3efYHNOXzjlG9pg","nov 21_1",0,4,42,5,1,3,"Yes",3,1197,3,1,0,"Conservative","Conservative",1,0,0,12315,0
"560","R_3ElHAYs63Zb5Cv1","jan 6_1",0,1,29,5,2,2,"Yes",5,1544,-2,0,0,"Liberal","Conservative",0,0,0,13468,1
"561","R_3en2OBgW8SrtNSG","nov 21_3",0,4,47,2.7,0,2,"No",1,4193,0,0,0,"Moderate","Conservative",0,0,0,12395,0
"562","R_3EQGcTA0jDhjw4t","feb 6_2",0,4,18,3.1,2,3,"No",1,596,0,0,0,"Moderate","Liberal",0,0,0,10627,0
"563","R_3erhLcRFB8NxX0b","dec 2_3",1,6,47,4.1,1,2,"No",2,1541,0,1,0,"Moderate","Neutral",0,1,0,13063,0
"564","R_3ERwk3zoS09E8h4","nov 20_1",0,1,44,5,2,1,"No",3,1182,3,0,0,"Conservative","Conservative",1,0,0,11625,0
"565","R_3esk2S3eqtdYddu","jan 13_2",1,5,40,2.4,1,0,"No",2,1039,1,1,0,"Conservative","Liberal",0,1,0,12080,0
"566","R_3EzF7L78xIPQZVc","jan 27_3",0,2,62,4.1,1,2,"Yes",4,839,-2,1,0,"Liberal","Neutral",0,0,0,12263,0
"567","R_3EzggMK6JEWLXQK","dec 2_3",0,3,31,4.3,0,2,"No",3,1828,-3,1,0,"Liberal","Neutral",0,0,0,13066,0
"568","R_3F3B1kH7LvOyfQJ","feb 4_1",0,1,37,4.8,2,2,"Yes",3,1760,-1,0,0,"Liberal","Conservative",0,0,0,13741,0
"569","R_3fAxljEBMW7EhQk","jan 27_3",1,6,65,4,2,2,"Yes",1,2070,0,0,0,"Moderate","Neutral",0,1,0,12147,0
"570","R_3fcnQI0XlkSUOCx","jan 21_1",1,5,34,5,0,3,"No",3,1095,2,1,0,"Conservative","Conservative",1,1,0,14436,0
"571","R_3fdEKTAnMAC0sqv","dec 3_2",0,2,26,4,0,4,"No",3,1024,-3,1,0,"Liberal","Liberal",1,0,0,13967,0
"572","R_3fjGwvM33uYSBlu","dec 12_1",1,5,47,4.4,0,0,"No",1,2327,2,1,0,"Conservative","Conservative",1,1,0,14015,0
"573","R_3FJSuflOo1iasZI","nov 21_1",1,7,51,3.7,0,1,"Yes",2,941,0,0,0,"Moderate","Conservative",0,1,0,12365,0
"574","R_3FP3Yfse2IPWh5Y","feb 6_3",0,4,45,2.7,1,3,"No",1,1762,0,1,0,"Moderate","Conservative",0,0,0,10703,0
"575","R_3fpbEMgSeJ13SKx","feb 6_2",1,6,18,5,1,2,"No",0,466,-1,0,0,"Liberal","Liberal",1,1,0,10591,0
"576","R_3fpjLxHgSiMOGFH","dec 3_2",0,2,49,5,0,4,"No",2,1454,3,0,0,"Conservative","Liberal",0,0,0,13872,0
"577","R_3fQ644qWyorY1UW","dec 12_1",1,6,33,4.8,1,1,"No",4,3318,0,0,0,"Moderate","Conservative",0,1,0,14073,1
"578","R_3frRhaRbm5RHr18","nov 21_1",1,7,33,4.7,2,0,"No",3,1391,3,0,0,"Conservative","Conservative",1,1,0,12360,0
"579","R_3FUwqZLremOMbsx","jan 13_1",1,5,35,3.8,1,1,"No",4,1053,0,0,0,"Moderate","Neutral",0,1,0,12025,1
"580","R_3FXzyAzKW7jfsMS","nov 21_3",0,4,33,4.9,0,0,"No",3,1266,0,0,0,"Moderate","Conservative",0,0,0,12275,0
"581","R_3G2GpHGZqlkmKBB","jan 21_3",1,7,40,4.6,1,0,"Yes",3,1764,-2,0,0,"Liberal","Conservative",0,1,0,14359,1
"582","R_3g5z4wlUcTXpLx6","dec 3_1",0,1,57,3,1,2,"No",2,2209,0,1,0,"Moderate","Neutral",0,0,0,13974,0
"583","R_3g7sgCmNdh41BZT","jan 8_4",1,6,55,4.8,1,2,"Yes",2,983,0,0,0,"Moderate","Conservative",0,1,0,10333,0
"584","R_3GCzJmtzX7Vk9iR","feb 5_1",0,4,62,3.7,0,2,"No",2,896,0,1,0,"Moderate","Conservative",0,0,0,14610,0
"585","R_3GDm7eFiR3Z7fHh","dec 4_1",0,4,65,3.8,3,2,"Not Sure",4,1212,3,1,0,"Conservative","Conservative",1,0,0,9921,0
"586","R_3GfcsWga7uqSP3Z","jan 6_1",1,5,77,3.5,1,3,"No",1,1202,2,0,0,"Conservative","Conservative",1,1,0,13390,0
"587","R_3GlFZPCjRCgdOjZ","jan 8_1",1,7,65,3,0,2,"No",2,1044,0,1,0,"Moderate","Conservative",0,1,0,10336,0
"588","R_3Gp7HyiC3w7opM1","nov 20_3",1,6,23,3,1,0,"No",2,1122,-1,1,0,"Liberal","Neutral",0,1,0,11593,0
"589","R_3gSdfN81UEUskZP","feb 5_3",0,4,55,3.8,1,3,"No",3,1291,2,0,0,"Conservative","Neutral",0,0,0,14487,0
"590","R_3GxParEloFaQXsi","dec 4_2",0,7,19,3.7,1,0,"No",1,604,1,0,0,"Conservative","Liberal",0,0,0,9967,0
"591","R_3h9fiVBZku0dnpy","jan 13_1",1,7,27,3.7,0,3,"No",3,2008,-2,1,0,"Liberal","Neutral",0,1,0,11972,0
"592","R_3havMJWvFqyPqXX","jan 13_1",1,7,40,1.4,3,0,"Yes",4,1893,3,0,0,"Conservative","Neutral",0,1,0,11976,0
"593","R_3hB0p2SkG2bO5dW","feb 6_2",0,4,18,4,3,2,"No",1,748,-2,0,0,"Liberal","Liberal",1,0,0,10658,0
"594","R_3hGzFnWQGESoYt0","dec 12_1",1,7,48,3.5,1,1,"Yes",1,1549,1,0,0,"Conservative","Conservative",1,1,0,14135,0
"595","R_3hhWT0xFamzCHrb","jan 13_1",0,3,65,3,0,0,"No",2,2397,3,0,0,"Conservative","Neutral",0,0,0,11982,0
"596","R_3Hi55KhCpESzJhY","dec 3_1",0,3,37,5,1,3,"No",3,2150,0,0,0,"Moderate","Neutral",0,0,0,13901,0
"597","R_3hlLTfVNmuCBwgl","dec 12_1",0,5,46,3.7,0,0,"No",2,998,-2,1,0,"Liberal","Conservative",0,0,0,14160,0
"598","R_3hlrYPPxTkfzwcC","dec 4_2",0,4,30,2.8,0,1,"No",1,871,0,0,0,"Moderate","Liberal",0,0,0,9947,0
"599","R_3Hp0Wi6D5c4l8cB","dec 10_1",0,4,20,3.6,1,3,"No",2,806,2,0,0,"Conservative","Conservative",1,0,0,12491,0
"600","R_3hsaEGa8mGtJCXg","jan 21_3",0,4,60,4.9,3,3,"No",2,1082,0,1,0,"Moderate","Conservative",0,0,0,14477,0
"601","R_3HTaQkp8WbZxiSV","dec 3_2",1,5,37,3.5,1,2,"No",4,1047,-2,0,0,"Liberal","Liberal",1,1,0,13877,0
"602","R_3htM2SA6shsN68f","dec 11_3",0,4,27,2.1,0,2,"No",1,1733,0,0,0,"Moderate","Conservative",0,0,0,13297,0
"603","R_3HXIAQi5or3C0hy","dec 12_1",1,6,65,3,1,1,"No",3,742,1,0,0,"Conservative","Conservative",1,1,0,14095,0
"604","R_3HXpWStOiqzTVnS","nov 20_1",0,2,45,4.6,1,2,"No",1,3028,-2,0,0,"Liberal","Conservative",0,0,0,11620,0
"605","R_3hxuxMnsYWMUWyb","dec 10_2",1,7,53,2.5,0,1,"Yes",1,1280,1,0,0,"Conservative","Neutral",0,1,0,12496,0
"606","R_3Hz7q4zJS06xUMS","dec 12_1",0,3,41,3.5,3,0,"No",4,395,0,1,0,"Moderate","Conservative",0,0,0,14100,0
"607","R_3HzzXQv7ILHl6V4","dec 18_1",0,2,66,1.7,1,2,"No",1,3275,2,0,0,"Conservative","Conservative",1,0,0,11901,0
"608","R_3I3nUJV1g6qJGRR","dec 10_1",1,6,41,4.7,3,3,"No",4,1545,-2,0,0,"Liberal","Conservative",0,1,0,12550,1
"609","R_3I6x2fNsPEYQTWk","dec 4_1",1,6,42,2.2,1,1,"No",3,4461,2,1,0,"Conservative","Conservative",1,1,0,10064,0
"610","R_3I9PLRAVUkTf55e","jan 6_1",1,7,58,1.6,1,1,"Yes",0,2469,2,0,0,"Conservative","Conservative",1,1,0,13457,0
"611","R_3iBS6kJiJnoH2A0","feb 5_3",0,2,45,4.3,1,1,"Not Sure",3,434,2,1,0,"Conservative","Neutral",0,0,0,14625,0
"612","R_3iKdgG2430a3zMd","dec 18_1",1,6,41,4.9,1,2,"No",3,1866,0,0,0,"Moderate","Conservative",0,1,0,11851,0
"613","R_3im6dDKuC9FfNQp","jan 21_1",1,6,44,4.8,2,0,"No",3,802,2,0,0,"Conservative","Conservative",1,1,0,14378,0
"614","R_3iPCte3s68kEPva","dec 2_3",0,2,53,1.9,3,2,"No",2,788,2,1,0,"Conservative","Neutral",0,0,0,13155,0
"615","R_3IRW5omf75gUxwj","feb 4_3",0,5,25,3.2,1,0,"Yes",3,458,1,0,0,"Conservative","Neutral",0,0,0,13781,1
"616","R_3IZ5JOfG56CgC6u","jan 13_2",1,5,23,4.5,1,3,"No",1,690,-3,1,0,"Liberal","Liberal",1,1,0,12040,0
"617","R_3j03jDZrkZFl1xP","dec 16_1",0,2,66,3.3,1,2,"No",1,1476,0,1,0,"Moderate","Conservative",0,0,0,10226,0
"618","R_3j7Zfa4qcOiJa2M","dec 3_2",0,4,20,4.7,1,2,"No",3,890,-2,1,0,"Liberal","Liberal",1,0,0,13928,0
"619","R_3J8bx1niPKTC5mY","dec 19_1",0,5,32,3.7,1,1,"No",3,709,2,0,0,"Conservative","Conservative",1,0,0,12641,0
"620","R_3J8l7m6cX5fN7CB","dec 16_1",1,5,19,4.6,3,3,"No",1,530,0,0,0,"Moderate","Conservative",0,1,0,10108,0
"621","R_3JC8NKXenpJ7O3q","dec 12_1",0,4,18,4.5,2,3,"No",0,899,-2,1,0,"Liberal","Conservative",0,0,0,14132,0
"622","R_3jdjyLa6azFjUaK","dec 10_2",0,2,30,4.5,2,0,"No",3,882,-2,0,0,"Liberal","Neutral",0,0,0,12492,0
"623","R_3jfjZ8ynUJ0ruTH","dec 10_2",0,5,72,3.1,0,0,"Yes",1,1666,0,0,0,"Moderate","Neutral",0,0,0,12474,0
"624","R_3JfQnQcFLD4cpLF","dec 11_3",0,4,23,3.2,3,3,"No",3,1506,1,0,0,"Conservative","Conservative",1,0,0,13303,0
"625","R_3JK2BJp7HtLlMPc","dec 11_3",1,7,36,4.1,1,2,"No",1,2151,1,0,0,"Conservative","Conservative",1,1,0,13282,0
"626","R_3Jl13PriSS20Zlr","dec 10_1",1,7,56,3.7,0,3,"Yes",1,1370,2,1,0,"Conservative","Conservative",1,1,0,12559,0
"627","R_3JpVHgAKKUVD5eg","dec 16_1",0,5,69,2.6,0,2,"No",2,1519,3,1,0,"Conservative","Conservative",1,0,0,10204,0
"628","R_3JqGBCACtjBIayZ","jan 8_1",1,6,65,3.1,1,2,"Yes",1,2380,3,1,0,"Conservative","Conservative",1,1,0,10345,0
"629","R_3JrTxeio6cSb59P","nov 21_1",0,2,65,4.6,3,3,"Yes",4,995,-3,1,0,"Liberal","Conservative",0,0,0,12407,0
"630","R_3Jtnkj5E1uI6jEi","dec 11_3",0,4,19,2.8,1,3,"No",1,908,-2,1,0,"Liberal","Conservative",0,0,0,13255,0
"631","R_3JwJkpAx6KPk9hJ","dec 17_1",1,7,25,3.6,3,1,"No",4,1101,-2,0,0,"Liberal","Conservative",0,1,0,11083,1
"632","R_3Jxt5bCQOQrBBdT","feb 6_2",1,7,25,4.6,2,1,"Yes",4,2246,-2,0,0,"Liberal","Liberal",1,1,0,10637,1
"633","R_3JxwUqnrcTRKjS0","nov 21_3",1,6,21,3.8,0,0,"Yes",1,703,-3,0,0,"Liberal","Conservative",0,1,0,12300,0
"634","R_3JzrPSvMhMLl5LJ","nov 20_3",1,7,41,4.4,3,1,"Yes",4,3537,0,0,0,"Moderate","Neutral",0,1,0,11630,1
"635","R_3k6DfJQzUFWIZQn","dec 3_1",0,3,45,3.1,1,1,"Yes",4,1120,0,1,0,"Moderate","Neutral",0,0,0,14004,0
"636","R_3kAlDCRFBt6jFoK","jan 6_1",0,5,60,3.3,1,1,"No",1,3953,-1,1,0,"Liberal","Conservative",0,0,0,13431,0
"637","R_3kc500UDJfd2Pf8","dec 4_2",1,6,34,4.2,1,0,"No",5,967,3,0,0,"Conservative","Liberal",0,1,0,10019,1
"638","R_3kFFwXZKaSiEkNi","nov 21_1",1,5,69,2,1,0,"No",1,626,0,1,0,"Moderate","Conservative",0,1,0,12333,0
"639","R_3kGn7VR0DyVQVVC","jan 6_1",1,6,27,3.7,2,2,"Yes",3,730,2,1,0,"Conservative","Conservative",1,1,0,13383,0
"640","R_3kM4nlTdBOVuhXl","dec 18_1",0,4,42,4.9,2,0,"No",3,792,-2,1,0,"Liberal","Conservative",0,0,0,11927,0
"641","R_3kNVlVwBWozmeu9","jan 27_3",1,7,34,3.6,0,0,"Yes",2,1921,0,0,0,"Moderate","Neutral",0,1,0,12121,0
"642","R_3KPcOOAvaXneoNv","dec 19_1",1,7,69,5,1,2,"No",2,1880,0,0,0,"Moderate","Conservative",0,1,0,12635,0
"643","R_3KPDkGpAJezTdIN","feb 6_3",1,5,22,2.8,2,2,"Not Sure",1,595,-1,0,0,"Liberal","Conservative",0,1,0,10613,0
"644","R_3KpzA4BdMnwPFcH","nov 21_1",0,1,69,3.9,1,0,"Yes",1,2935,-3,1,0,"Liberal","Conservative",0,0,0,12352,0
"645","R_3KU55krdcvq1dUi","feb 5_3",1,5,34,3.5,1,2,"No",4,1033,3,0,0,"Conservative","Neutral",0,1,0,14526,0
"646","R_3KUR57o8tfw5pXM","dec 12_1",0,1,54,3.6,1,2,"No",2,2135,-2,1,0,"Liberal","Conservative",0,0,0,14120,0
"647","R_3kvJaZqhSc5TCBS","dec 19_1",1,7,37,4.4,1,0,"No",3,1071,-2,1,0,"Liberal","Conservative",0,1,0,12729,0
"648","R_3KW6QoCko2Vmluo","dec 4_1",0,4,28,4.2,2,0,"No",3,655,-1,0,0,"Liberal","Conservative",0,0,0,9993,0
"649","R_3KwuJlbOP6Sm4rT","jan 21_3",0,4,29,3.8,1,3,"No",3,1458,0,0,0,"Moderate","Conservative",0,0,0,14421,0
"650","R_3Kx8dsLnKjbKJMZ","dec 18_1",0,4,23,2.9,0,0,"No",3,726,0,1,0,"Moderate","Conservative",0,0,0,11833,0
"651","R_3Kx8ek6ApdnfDk2","dec 10_1",0,3,44,4.3,1,2,"Yes",4,858,0,0,0,"Moderate","Conservative",0,0,0,12500,0
"652","R_3KxwyVnBtGXjVoJ","jan 8_1",0,5,21,3.3,1,3,"No",4,31025,-2,0,0,"Liberal","Conservative",0,0,0,10324,1
"653","R_3LckeWdPMSCuKZC","jan 27_3",1,6,62,4.1,1,3,"Yes",1,3158,0,1,0,"Moderate","Neutral",0,1,0,12154,0
"654","R_3lDnbY35wuT16hj","jan 28_1",0,4,57,3.7,0,4,"No",1,1009,0,1,0,"Moderate","Conservative",0,0,0,12903,0
"655","R_3lE7IXYo9GMMGQA","jan 13_2",0,3,42,3,0,3,"No",2,1075,0,1,0,"Moderate","Liberal",0,0,0,12108,0
"656","R_3lFZzHACYPoLVKQ","jan 21_1",0,4,18,4.6,0,3,"No",1,674,0,0,0,"Moderate","Conservative",0,0,0,14363,0
"657","R_3LiQ2vfAo0QCy2Q","feb 5_1",0,4,34,3.6,0,2,"No",1,786,0,0,0,"Moderate","Conservative",0,0,0,14523,0
"658","R_3lKQ0gmCloOPShX","nov 20_3",1,6,69,2.2,0,2,"No",2,2409,2,1,0,"Conservative","Neutral",0,1,0,11514,0
"659","R_3LYfNFSEDdzUTKz","dec 19_1",1,6,31,4.3,0,3,"No",3,1010,-2,1,0,"Liberal","Conservative",0,1,0,12663,0
"660","R_3lyvmuLHoeWAQLj","dec 2_3",1,3,24,3.7,0,0,"No",1,643,2,0,0,"Conservative","Neutral",0,1,0,13142,0
"661","R_3lzPnumaueMEwqR","jan 28_1",1,6,35,2.9,0,1,"No",2,1071,0,0,0,"Moderate","Conservative",0,1,0,12947,0
"662","R_3m2bPaZAmJMfWQG","dec 3_1",1,6,24,3,3,0,"Yes",4,3540,-3,1,0,"Liberal","Neutral",0,1,0,13984,0
"663","R_3m7tmuX1DinUDQ0","feb 5_1",0,5,43,4.1,1,2,"Yes",2,998,1,1,0,"Conservative","Conservative",1,0,0,14619,0
"664","R_3mdw9l9kK59tziq","jan 8_4",1,6,49,1.8,0,0,"No",1,5338,3,1,0,"Conservative","Conservative",1,1,0,10255,0
"665","R_3MDxVgEjsZPrSKb","jan 8_1",0,1,44,2.1,0,2,"No",2,1669,1,1,0,"Conservative","Conservative",1,0,0,10240,0
"666","R_3mft4RqfktuvRD0","dec 12_1",1,5,42,5,1,1,"No",1,1239,0,0,0,"Moderate","Conservative",0,1,0,14151,0
"667","R_3mgvLgtN9ZqUqUC","jan 27_3",0,4,74,2.4,1,3,"Yes",3,3072,2,1,0,"Conservative","Neutral",0,0,0,12259,1
"668","R_3mk7PEj8uyYGapU","jan 28_1",1,5,20,4.3,1,2,"Yes",1,878,-1,0,0,"Liberal","Conservative",0,1,0,12953,0
"669","R_3MMBP2OKPG6bSOq","dec 3_2",0,1,47,3.7,0,2,"No",1,1464,3,1,0,"Conservative","Liberal",0,0,0,13866,1
"670","R_3mn3GPPbFDnhjJR","dec 18_1",0,1,68,3.8,1,3,"No",3,1693,-2,0,0,"Liberal","Conservative",0,0,0,11815,0
"671","R_3MnTBaQ7Mcg8kGs","jan 28_1",0,4,36,5,1,0,"No",1,920,2,1,0,"Conservative","Conservative",1,0,0,13045,0
"672","R_3MoCdFcfyRkBE8H","nov 20_3",0,4,23,4.6,0,1,"No",0,665,-3,0,0,"Liberal","Neutral",0,0,0,11521,0
"673","R_3MQnsv5tWaN37jj","feb 5_1",0,1,19,4,3,3,"No",1,812,-1,0,0,"Liberal","Conservative",0,0,0,14560,0
"674","R_3MzMR41DD0KPNvv","jan 21_1",0,3,33,3.7,1,1,"No",4,1945,-3,0,0,"Liberal","Conservative",0,0,0,14386,0
"675","R_3n16f0o6xD1xL02","jan 8_1",1,5,71,2.9,0,2,"No",1,2197,1,1,0,"Conservative","Conservative",1,1,0,10354,0
"676","R_3nAHmL37uKIgqbB","dec 2_3",0,4,59,3.8,0,4,"No",3,1762,2,1,0,"Conservative","Neutral",0,0,0,13071,0
"677","R_3NC0BKWFMCdFu8Q","jan 21_3",0,1,39,4.4,0,2,"No",2,492,-1,0,0,"Liberal","Conservative",0,0,0,14371,0
"678","R_3nGin6tTJdPAmdK","jan 27_3",0,3,50,5,0,3,"No",1,1006,0,0,0,"Moderate","Neutral",0,0,0,12143,0
"679","R_3nHhPDtOqFJof52","jan 13_2",0,3,55,3,1,0,"No",3,1525,2,1,0,"Conservative","Liberal",0,0,0,11970,0
"680","R_3nHiPAgQyDdtQZ4","nov 21_3",1,6,24,3.1,0,2,"No",1,2913,0,0,0,"Moderate","Conservative",0,1,0,12390,0
"681","R_3niw0161gWBLhzv","jan 8_4",1,6,23,4.4,0,1,"No",1,1142,-2,0,0,"Liberal","Conservative",0,1,0,10269,0
"682","R_3NK9DHPO8qoQn61","jan 21_1",1,6,64,3.2,0,1,"No",1,1404,2,1,0,"Conservative","Conservative",1,1,0,14404,0
"683","R_3nkIzwhN9uNkpXx","dec 10_2",0,1,19,3.2,0,3,"No",1,2251,-2,1,0,"Liberal","Neutral",0,0,0,12460,0
"684","R_3nkMc0JWRefHE6b","dec 10_1",0,3,32,4.8,1,3,"Yes",3,1472,0,0,0,"Moderate","Conservative",0,0,0,12513,0
"685","R_3nMMNUb6pS2b815","feb 5_1",1,6,58,3.6,1,3,"Yes",3,3189,-3,0,0,"Liberal","Conservative",0,1,0,14552,0
"686","R_3nr3I7B32Z43i7s","nov 20_1",1,5,64,2.4,0,0,"Yes",1,1300,2,0,0,"Conservative","Conservative",1,1,0,11560,0
"687","R_3nTNwni6GdFXMC6","feb 6_2",0,4,20,3.6,3,2,"No",1,672,1,0,0,"Conservative","Liberal",0,0,0,10615,0
"688","R_3NUNheljsAk6v4u","jan 21_3",1,6,37,4.4,0,4,"No",1,1734,0,1,0,"Moderate","Conservative",0,1,0,14482,1
"689","R_3NvKGnGHEoYcgDB","nov 20_3",0,2,74,2.1,0,3,"No",2,1250,0,1,0,"Moderate","Neutral",0,0,0,11599,0
"690","R_3NW0l1LuLpCO5bO","jan 13_2",0,4,35,4.1,0,0,"No",3,817,0,0,0,"Moderate","Liberal",0,0,0,12047,0
"691","R_3Nx4HxUUcqqwlq5","dec 10_1",0,1,36,4.6,0,2,"No",1,950,-2,0,0,"Liberal","Conservative",0,0,0,12509,0
"692","R_3Nx5OBvb0HSwvoR","nov 20_3",1,6,40,4.7,1,1,"Yes",4,2008,-1,0,0,"Liberal","Neutral",0,1,0,11565,0
"693","R_3NxQgxJ2pA9uzm8","dec 17_1",1,5,61,3.6,2,2,"Not Sure",3,1626,1,0,0,"Conservative","Conservative",1,1,0,11077,0
"694","R_3O018f0ZlFktcZE","dec 10_2",0,3,63,3.6,0,2,"No",4,1345,-3,1,0,"Liberal","Neutral",0,0,0,12531,0
"695","R_3O0RKWrlZMbuAc5","feb 5_3",0,4,36,4.5,1,3,"Yes",4,639,0,1,0,"Moderate","Neutral",0,0,0,14615,0
"696","R_3O3paHwfilaTcOn","jan 8_4",1,5,60,4.1,2,1,"Yes",3,761,1,1,0,"Conservative","Conservative",1,1,0,10350,0
"697","R_3O8HTF94pft0V8D","dec 2_3",0,4,42,3,1,4,"No",3,1421,1,1,0,"Conservative","Neutral",0,0,0,13207,0
"698","R_3oA7XF9mOOxYVaJ","feb 5_1",0,3,21,3.7,1,1,"No",1,1307,0,1,0,"Moderate","Conservative",0,0,0,14585,0
"699","R_3OfcjpdpHJOJDXH","feb 5_3",0,2,42,4.4,0,2,"No",4,1616,-2,0,0,"Liberal","Neutral",0,0,0,14512,0
"700","R_3OfhBBvsX8L8cF0","dec 2_3",1,6,47,4,2,3,"Yes",4,1834,-3,0,0,"Liberal","Neutral",0,1,0,13081,1
"701","R_3OidcIXM8jy8MrT","nov 21_3",1,7,64,4.7,1,0,"Yes",1,2055,3,1,0,"Conservative","Conservative",1,1,0,12280,0
"702","R_3oKEFKQqVwKtfEb","dec 16_1",0,3,66,4,1,1,"No",2,2209,-2,1,0,"Liberal","Conservative",0,0,0,10221,0
"703","R_3oMGjSDiaXa22BK","jan 13_1",1,7,37,5,0,1,"Not Sure",1,742,3,1,0,"Conservative","Neutral",0,1,0,12091,0
"704","R_3OrBH662l78IuLv","dec 10_2",1,7,44,4.7,2,1,"No",4,2887,-2,1,0,"Liberal","Neutral",0,1,0,12462,1
"705","R_3OvClRSZvqlt0gF","feb 6_2",0,4,32,4.2,1,2,"No",1,2153,0,0,0,"Moderate","Liberal",0,0,0,10655,0
"706","R_3oYimaJPe03r0tY","jan 8_4",1,6,32,3.8,1,2,"Yes",4,1571,2,0,0,"Conservative","Conservative",1,1,0,10253,0
"707","R_3oYoBNHW3a3RRS5","dec 10_1",0,1,65,3.5,0,1,"No",1,1545,0,1,0,"Moderate","Conservative",0,0,0,12534,0
"708","R_3p5QKxgMIg0kEa5","dec 12_1",1,7,31,3.7,2,2,"No",3,1903,-2,0,0,"Liberal","Conservative",0,1,0,14025,0
"709","R_3PAElmDXeNUGtTe","dec 17_1",0,1,44,2.7,0,1,"No",3,851,0,1,0,"Moderate","Conservative",0,0,0,11100,0
"710","R_3PB68efZy3Lh6BW","feb 6_2",0,1,43,3.4,2,1,"No",3,2103,0,1,0,"Moderate","Liberal",0,0,0,10676,0
