"","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","CRT_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Ideology_Score","Treat_Search","True_Dummy","Article"
"5017","5017","0","T",5,1,41,1,1,"0",0,"0","1542","3.6","dec 3_3","R_77cyb9Gy4y5IbqV","0",0,1,"3"
"5018","5018","0","T",6,1,49,1,0,"2",0,"0","2269","4.5","dec 3_3","R_1EiJ2TsBQKH71JW","3",0,1,"3"
"5019","5019","0","T",6,1,40,1,1,"2",0,"0","3381","3.4","dec 3_3","R_3NxMkjVyvAC2qmV","3",0,1,"3"
"5020","5020","0","T",7,1,50,1,1,"1",0,"0","1052","1.9","dec 3_3","R_1rpLOgZ2EJtL7XB","1",0,1,"3"
"5021","5021","0","FM",1,4,48,0,1,"1",0,"0","545","4.2","dec 3_3","R_1QKk5Q8KhVnIhQu","0",0,0,"3"
"5022","5022","0","FM",2,3,59,0,3,"1",0,"0","1111","3.9","dec 3_3","R_1rIh3vCoT90zkg7","0",0,0,"3"
"5023","5023","0","FM",1,3,68,0,0,"1",0,"0","1570","2.6","dec 3_3","R_25TKgMtqAC54tfN","2",0,0,"3"
"5024","5024","0","FM",3,3,52,0,1,"3",0,"0","2155","4.6","dec 3_3","R_2v03VGZXfxoUz4x","2",0,0,"3"
"5025","5025","0","CND",4,1,62,0,3,"0",0,"0","629","3.6","dec 3_4","R_6EWB6SAkPbW7LZn","0",0,0,"4"
"5026","5026","0","FM",3,5,61,0,1,"3",0,"0","975","4.1","dec 3_4","R_2ffwkpXcVs9RjHU","-3",0,0,"4"
"5027","5027","0","FM",4,3,33,0,3,"3",0,"0","674","5","dec 3_4","R_3qa0cI2E4jz4hpo","-2",0,0,"4"
"5028","5028","0","FM",2,5,58,0,1,"0",1,"0","594","2.3","dec 3_4","R_3fy25Kqhvo6YStO","1",0,0,"4"
"5029","5029","0","FM",4,3,56,0,2,"1",0,"0","908","2.8","dec 3_4","R_21jlviPOrOtHclC","-1",0,0,"4"
"5030","5030","0","T",6,2,73,0,3,"3",1,"1","1321","3.5","dec 3_4","R_2Sc9BUX02Tc2r9E","2",0,1,"4"
"5031","5031","0","CND",4,2,72,0,1,"0",1,"1","1366","2.2","dec 3_4","R_308ie37dglxAm5v","2",0,0,"4"
"5032","5032","0","CND",4,2,62,0,1,"3",0,"0","1216","3.9","dec 3_4","R_2teUgCn3SqSLVO6","-2",0,0,"4"
"5033","5033","0","FM",4,4,54,0,3,"0",0,"0","1203","4.9","dec 3_4","R_2aXCDfbKcQ8l0oI","-2",0,0,"4"
"5034","5034","0","FM",1,3,44,0,2,"0",0,"0","601","4.8","dec 3_4","R_xD7R4PiKGdY1k65","-1",0,0,"4"
"5035","5035","0","CND",4,2,60,0,1,"2",0,"1","1078","3.8","dec 3_4","R_3NL4jST6SDH4IZG","0",0,0,"4"
"5036","5036","0","T",7,2,45,0,1,"2",1,"1","1159","3.7","dec 3_4","R_3qsQ3SmGmXwSvJT","1",0,1,"4"
"5037","5037","0","T",6,3,74,0,2,"2",1,"0","1520","3.9","dec 3_4","R_1eVtTsY1fTIo5tA","2",0,1,"4"
"5038","5038","0","FM",2,4,62,0,3,"2",0,"0","702","3.4","dec 3_4","R_1jHykvGBQVjjGXv","0",0,0,"4"
"5039","5039","0","T",6,3,42,0,1,"3",0,"0","1731","5","dec 3_4","R_wR8DtHS5OM1JVAt","-1",0,1,"4"
"5040","5040","0","CND",4,2,63,0,1,"2",0,"0","1375","4.1","dec 3_4","R_1HoDGmxQvRIlwJ0","0",0,0,"4"
"5041","5041","0","CND",4,4,55,0,2,"3",0,"0","1114","4.8","dec 3_4","R_2uPvvwIbDRamHOc","-2",0,0,"4"
"5042","5042","0","T",5,3,65,0,0,"1",0,"0","918","3.1","dec 3_4","R_T0cdMPf50amtM3L","0",0,1,"4"
"5043","5043","0","FM",4,3,29,0,2,"2",0,"1","1226","4.3","dec 3_4","R_VUpbydaqDvtZcqt","-1",0,0,"4"
"5044","5044","0","T",6,3,34,1,1,"0",1,"0","587","4","dec 3_4","R_3HoFIMHfaCzEF58","2",0,1,"4"
"5045","5045","0","T",6,1,32,1,1,"0",0,"0","622","3.2","dec 3_4","R_2dgaO7PvwciSMwW","0",0,1,"4"
"5046","5046","0","CND",5,4,41,1,1,"0",0,"0","1053","4.8","dec 3_4","R_3mfxy8uqe3SjSjY","-1",0,0,"4"
"5047","5047","0","T",7,3,31,1,1,"2",1,"0","1169","3.5","dec 3_4","R_3hlTp78u6EeIOjH","2",0,1,"4"
"5048","5048","0","T",7,1,32,1,0,"0",0,"1","433","4.2","dec 3_4","R_3qDt2xsx0V5IrfL","-1",0,1,"4"
"5049","5049","0","T",7,1,22,1,1,"0",0,"0","478","3.2","dec 3_4","R_3nCTcxKDAoM2OKF","0",0,1,"4"
"5050","5050","0","CND",4,2,35,1,2,"0",0,"0","1011","3.9","dec 3_4","R_1jMV8uSnFn6BbkL","0",0,0,"4"
"5051","5051","0","T",5,4,57,0,2,"2",1,"0","991","4.7","dec 3_4","R_xGaJe4hp7Rkwg9j","2",0,1,"4"
"5052","5052","0","T",7,3,59,0,1,"3",0,"0","1124","4.8","dec 3_4","R_1Q6g1t2O3iRX4tB","-1",0,1,"4"
"5053","5053","0","T",4,5,72,0,0,"3",0,"0","1684","4.2","dec 3_4","R_DTt2ijBCoVIaKhX","-3",0,1,"4"
"5054","5054","0","CND",4,3,62,0,0,"3",0,"0","1699","3.4","dec 3_4","R_1InJsRBZFuhtjy7","0",0,0,"4"
"5055","5055","0","T",6,2,50,0,1,"2",0,"0","1790","4.6","dec 3_4","R_1GZGOFmSF0qi0O0","-2",0,1,"4"
"5056","5056","0","T",5,2,43,0,2,"1",0,"1","797","5","dec 3_5","R_2rluCT7uH2EG6DX","0",0,1,"5"
"5057","5057","0","FM",3,5,52,0,3,"2",0,"1","518","5","dec 3_5","R_23dc2R3v0ugNlDA","1",0,0,"5"
"5058","5058","0","T",7,1,29,0,1,"2",0,"0","993","4.8","dec 3_5","R_BwR1Bn6ILlV7NcZ","-2",0,1,"5"
"5059","5059","0","T",7,3,66,0,1,"1",0,"0","1453","3.2","dec 3_5","R_3MfIA3USlzZVl4M","-1",0,1,"5"
"5060","5060","0","T",6,1,31,0,1,"2",0,"0","1388","5","dec 3_5","R_2tJpqi2dOxYXTs9","-2",0,1,"5"
"5061","5061","0","CND",4,4,62,0,2,"1",0,"1","1136","3.7","dec 3_5","R_SIQJwvrgwtEYrZL","0",0,0,"5"
"5062","5062","0","T",7,1,72,0,1,"1",0,"1","696","3.7","dec 3_5","R_VIowmZRUu0STiJb","2",0,1,"5"
"5063","5063","0","T",7,1,31,0,1,"1",0,"1","1478","4.8","dec 3_5","R_DIZ9ihnYbUVuCPf","-3",0,1,"5"
"5064","5064","0","CND",4,3,62,0,2,"2",0,"0","1120","2.5","dec 3_5","R_prwJzO9DohdwV5n","0",0,0,"5"
"5065","5065","0","T",7,4,55,0,3,"2",0,"0","827","5","dec 3_5","R_22rdgyEphbLrAp4","1",0,1,"5"
"5066","5066","0","FM",4,2,70,0,1,"2",0,"1","1828","4","dec 3_5","R_1MYyhPFV0Js0aA5","1",0,0,"5"
"5067","5067","0","T",7,2,66,0,0,"3",0,"1","1773","3.7","dec 3_5","R_1CwNSoYjGqc5w68","-1",0,1,"5"
"5068","5068","0","T",7,3,28,1,1,"4",0,"1","892","4","dec 3_5","R_RfyaXOxwpkwZuxj","1",0,1,"5"
"5069","5069","0","T",6,4,47,1,3,"3",0,"0","821","4.6","dec 3_5","R_3PzNIUdtrNOoEf5","0",0,1,"5"
"5070","5070","0","T",7,3,28,1,0,"4",0,"1","693","4.4","dec 3_5","R_3G7YuGulcZ2aj1h","-2",0,1,"5"
"5071","5071","0","CND",3,2,28,1,1,"2",0,"0","708","3.3","dec 3_5","R_2YFFbzxoEH852WD","1",0,0,"5"
"5072","5072","0","CND",3,4,29,1,1,"0",0,"0","1095","3.6","dec 3_5","R_3UWsBuc6rySyT2V","-2",0,0,"5"
"5073","5073","0","T",6,3,46,1,3,"3",0,"1","1121","4.2","dec 3_5","R_22KAno9qvlDVSRE","1",0,1,"5"
"5074","5074","0","T",6,1,34,1,2,"4",0,"0","1151","3.6","dec 3_5","R_1jAH1ZRuT8OpOrb","-1",0,1,"5"
"5075","5075","0","T",6,3,31,1,1,"2",0,"0","471","3.8","dec 3_5","R_262BMyqkugz7r9F","-2",0,1,"5"
"5076","5076","0","T",6,2,40,1,1,"2",0,"0","651","4.3","dec 3_5","R_2s6GpDMSWJuPzeP","0",0,1,"5"
"5077","5077","0","CND",6,2,36,1,1,"2",NA,"0","1332","3","dec 3_5","R_2bIhuSsYubPbV2B",NA,0,0,"5"
"5078","5078","0","T",5,2,35,1,0,"3",0,"0","1379","3.5","dec 3_5","R_3huNIeb8xHcP3iC","0",0,1,"5"
"5079","5079","0","CND",3,1,48,1,1,"2",0,"0","1429","1.4","dec 3_5","R_2rkfGTSl7RSbYSA","0",0,0,"5"
"5080","5080","0","T",7,1,42,1,1,"1",0,"0","2396","4","dec 3_5","R_2annQHLvPnEplig","0",0,1,"5"
"5081","5081","0","T",7,3,48,0,2,"1",0,"0","869","4.9","dec 3_5","R_XhnpkBrpbpzezRv","-2",0,1,"5"
"5082","5082","0","T",7,3,38,0,3,"3",0,"1","1169","5","dec 3_5","R_1GT6sjJmQ2Yo6gf","-3",0,1,"5"
"5083","5083","0","T",7,4,82,0,1,"2",0,"1","1721","3","dec 3_5","R_2B9RVdTxZFr6iTK","2",0,1,"5"
"5084","5084","0","T",7,4,67,0,0,"0",0,"1","2176","4","dec 3_5","R_5gAxevl35NXxcwF","-3",0,1,"5"
"5085","5085","0","T",7,3,69,0,1,"0",0,"1","2169","3.9","dec 3_5","R_3GdmoOUk4xXYj0K","-2",0,1,"5"
"5086","5086","0","T",5,3,57,0,2,"1",0,"1","923","4","dec 4_4","R_1K9kkBKDLdxmdUc","2",0,1,"4"
"5087","5087","0","T",3,4,53,0,3,"3",0,"0","985","4.9","dec 4_4","R_1C1qW60payxV1hO","2",0,1,"4"
"5088","5088","0","CND",4,1,72,0,1,"1",0,"0","907","2","dec 4_4","R_3OfiaMTmtJGuj1U","2",0,0,"4"
"5089","5089","0","CND",4,1,48,0,1,"1",0,"0","1383","3.9","dec 4_4","R_27vOeMkNbYHtfFu","-2",0,0,"4"
"5090","5090","0","FM",3,3,38,0,3,"3",0,"0","1332","5","dec 4_4","R_RqAgEN64u93hq3T","-3",0,0,"4"
"5091","5091","0","T",6,3,72,0,2,"3",0,"1","924","4.8","dec 4_4","R_2TnPCLys9GcrJr4","3",0,1,"4"
"5092","5092","0","T",7,3,70,0,1,"1",0,"1","1150","3.5","dec 4_4","R_3qset5eGvz85jtw","1",0,1,"4"
"5093","5093","0","T",5,2,68,0,0,"1",0,"1","1370","3.3","dec 4_4","R_3FR1YqkCEJYEtTp","2",0,1,"4"
"5094","5094","0","T",7,3,66,0,1,"2",0,"1","1359","4.2","dec 4_4","R_31yZc8hrKD57qIk","2",0,1,"4"
"5095","5095","0","FM",2,3,50,0,3,"1",0,"1","1110","5","dec 4_4","R_x0dx94mux5KpeyR","-1",0,0,"4"
"5096","5096","0","CND",4,4,47,0,0,"3",0,"1","1794","4.5","dec 4_4","R_DnTrPpIbPCe7293","-1",0,0,"4"
"5097","5097","0","T",5,4,65,1,3,"0",0,"0","1749","3.2","dec 4_4","R_3xTMiXim1l7hqa5","-2",0,1,"4"
"5098","5098","0","FM",2,2,50,1,0,"1",0,"1","1840","3.7","dec 4_4","R_3gMy0KNocMC0fLA","0",0,0,"4"
"5099","5099","0","CND",2,2,33,1,0,"2",0,"0","1339","4.3","dec 4_4","R_2771XBz4PGPX0JX","0",0,0,"4"
"5100","5100","0","T",6,1,41,1,2,"0",0,"0","1148","2.7","dec 4_4","R_1GwReoGZzNGrluT","2",0,1,"4"
"5101","5101","0","CND",4,1,40,1,1,"2",NA,"0","902","2","dec 4_4","R_cvXUyBk4BQOXE2Z",NA,0,0,"4"
"5102","5102","0","T",7,1,25,1,1,"4",0,"0","646","4.7","dec 4_4","R_b1L81eodFKe4Vfr","0",0,1,"4"
"5103","5103","0","T",4,1,33,1,0,"1",NA,"0","797","1","dec 4_4","R_2QybuMc3Cz3CWsZ",NA,0,1,"4"
"5104","5104","0","T",5,1,23,1,1,"3",0,"1","687","3.8","dec 4_4","R_0qQj31mrWbsIjBv","-3",0,1,"4"
"5105","5105","0","CND",4,1,25,1,1,"2",0,"0","970","3.5","dec 4_4","R_3nkH3HjegiErtn7","0",0,0,"4"
"5106","5106","0","FM",3,0,31,1,0,"2",NA,"0","764","1.6","dec 4_4","R_8HaWP5OneCkgDjH",NA,0,0,"4"
"5107","5107","0","T",5,4,40,1,0,"0",0,"1","828","4.8","dec 4_4","R_PFYvls1NnzBhW3n","0",0,1,"4"
"5108","5108","0","T",5,3,24,1,0,"1",0,"0","919","3.7","dec 4_4","R_3IWT6Nhr4HrXclm","-3",0,1,"4"
"5109","5109","0","T",6,1,48,1,0,"0",0,"0","1118","2.5","dec 4_4","R_1IYrNosYfdz2kv8","0",0,1,"4"
"5110","5110","0","CND",5,1,25,1,0,"0",0,"0","936","3.2","dec 4_4","R_2ya0OwGoYr4cl0c","-2",0,0,"4"
"5111","5111","0","T",7,4,68,0,1,"1",0,"1","851","4","dec 4_5","R_2fHjmw5Q7wLsHep","2",0,1,"5"
"5112","5112","0","T",7,3,38,0,2,"1",0,"1","867","4.6","dec 4_5","R_2aFautLknP0BWA0","-2",0,1,"5"
"5113","5113","0","T",4,1,70,0,0,"1",0,"0","1066","1.6","dec 4_5","R_1NDNvgXauYu6eVO","2",0,1,"5"
"5114","5114","0","T",6,4,45,0,1,"3",0,"1","889","3.3","dec 4_5","R_C4a9gZ8KjWr6P2p","1",0,1,"5"
"5115","5115","0","T",6,3,79,0,2,"2",0,"1","833","3","dec 4_5","R_2WPj4rilqIh5jg2","1",0,1,"5"
"5116","5116","0","T",7,3,37,1,0,"1",0,"1","886","2.6","dec 4_5","R_3noWplTdUEiDPxW","-2",0,1,"5"
"5117","5117","0","T",6,2,57,0,0,"0",0,"1","1060","4","dec 4_5","R_1C8AyiRapxScpQ6","0",0,1,"5"
"5118","5118","0","T",7,3,70,0,2,"2",0,"1","1143","4","dec 4_5","R_0GtCowOGFvyDmYV","-2",0,1,"5"
"5119","5119","0","T",7,3,70,0,2,"1",0,"1","1165","2.8","dec 4_5","R_vqo2sKFyaxMfrJD","3",0,1,"5"
"5120","5120","0","T",7,2,69,0,2,"2",0,"1","1388","3.4","dec 4_5","R_1GHBu0r33sFDr9K","0",0,1,"5"
"5121","5121","0","T",7,4,63,0,2,"0",0,"1","1644","4.6","dec 4_5","R_eD0RYAIjEr3YYFj","-1",0,1,"5"
"5122","5122","0","CND",4,2,57,1,1,"3",0,"0","1134","4.3","dec 4_5","R_2t5o96S4BW3xVHn","0",0,0,"5"
"5123","5123","0","T",7,3,62,0,3,"0",0,"1","854","4.4","dec 4_5","R_Xw7Zo3HHBRHC0jD","3",0,1,"5"
"5124","5124","0","CND",6,3,40,0,2,"3",0,"1","530","3","dec 4_5","R_1QcjXXZliWWjL6G","1",0,0,"5"
"5125","5125","0","T",6,3,45,0,3,"3",0,"1","1737","2.8","dec 4_5","R_2A0a7ywM0Q0P90L","-1",0,1,"5"
"5126","5126","0","T",7,3,62,0,0,"0",0,"1","1444","4.6","dec 4_5","R_2c6Peqe79CiYmbq","1",0,1,"5"
"5127","5127","0","T",7,1,44,1,0,"2",0,"1","593","5","dec 4_5","R_2390KJgaZvL23Lp","0",0,1,"5"
"5128","5128","0","T",7,3,42,1,1,"0",0,"1","3791","4.4","dec 4_5","R_2r5Z1uVAyNH08WB","2",0,1,"5"
"5129","5129","0","T",7,2,61,1,2,"0",NA,"0","6525","4.2","dec 4_5","R_3Hn4VXhd213iRMl",NA,0,1,"5"
"5130","5130","0","T",6,3,46,1,1,"1",0,"1","741","4","dec 4_5","R_1igO5elwPeY6rkB","1",0,1,"5"
"5131","5131","0","T",6,3,21,1,1,"0",0,"1","766","4.6","dec 4_5","R_3jcJjs3rltmfSuf","-1",0,1,"5"
"5132","5132","0","T",5,2,29,1,1,"1",0,"0","1190","4.4","dec 4_5","R_3I69eADrfPMVPfV","-2",0,1,"5"
"5133","5133","0","T",7,1,41,1,0,"0",0,"1","930","4.6","dec 4_5","R_cSgjqKPi1hSbRXr","-2",0,1,"5"
"5134","5134","0","T",7,2,34,1,0,"0",0,"0","929","4.7","dec 4_5","R_OcY3j7PiNCna3Id","0",0,1,"5"
"5135","5135","0","T",7,3,38,1,1,"4",0,"1","755","4.8","dec 4_5","R_7UlKJXHs1xizLz3","-2",0,1,"5"
"5136","5136","0","T",7,3,37,1,2,"1",0,"1","1903","5","dec 4_5","R_2rJfBWTBz4DDEUr","3",0,1,"5"
"5137","5137","0","T",6,1,18,1,1,"2",0,"1","641","3.6","dec 4_5","R_2dF5q2Uc9GPttXA","-3",0,1,"5"
"5138","5138","0","T",7,5,35,1,3,"0",0,"1","525","4.4","dec 4_5","R_vBRiGnrJ5ardTUJ","1",0,1,"5"
"5139","5139","0","T",6,3,41,1,1,"2",0,"1","573","3.9","dec 4_5","R_XCfmLidHNzyWUfL","1",0,1,"5"
"5140","5140","0","T",5,4,36,1,2,"0",0,"1","931","3.5","dec 4_5","R_3EiFZzcOCYKDcWS","-2",0,1,"5"
"5141","5141","0","T",4,1,40,1,2,"0",0,"0","885","4.3","dec 4_5","R_2yl3MC6VuXC3fzg","0",0,1,"5"
"5142","5142","0","T",5,3,34,1,2,"1",0,"1","1175","3.8","dec 4_5","R_z7HgxWV1tFO3FNT","0",0,1,"5"
"5143","5143","0","T",7,4,36,1,0,"3",0,"1","824","2.9","dec 4_5","R_tMNKdGz8ay2dyg1","3",0,1,"5"
"5144","5144","0","T",6,3,44,1,1,"3",0,"1","734","4.4","dec 4_5","R_1DTDe8CtGJpjOp5","0",0,1,"5"
"5145","5145","0","T",7,1,32,1,0,"1",0,"1","796","3.6","dec 4_5","R_0vSFXyHk9SG9bup","-3",0,1,"5"
"5146","5146","0","T",7,2,40,1,1,"2",0,"0","863","3.4","dec 4_5","R_27Qcl8t9Txt8g60","0",0,1,"5"
"5147","5147","0","T",7,2,50,0,3,"2",0,"1","2301","5","dec 4_5","R_cC3W5r1bqdpGkCZ","0",0,1,"5"
"5148","5148","0","T",7,1,22,1,0,"1",NA,"0","1548","3.8","dec 4_5","R_9TYiKOXuWmWHtg5",NA,0,1,"5"
"5149","5149","0","T",5,1,33,1,0,"3",0,"0","651","2.7","dec 4_5","R_2alEOVBIZNZFmIU","0",0,1,"5"
"5150","5150","0","T",7,3,22,1,1,"0",0,"0","1534","3.9","dec 4_5","R_1FFCxRG87LUxqSJ","0",0,1,"5"
"5151","5151","0","FM",2,3,34,0,2,"2",0,"0","534","4","dec 5_1","R_2e8Qri4gxlvbjHb","-2",0,0,"1"
"5152","5152","0","FM",5,1,78,0,1,"1",1,"0","1009","4.2","dec 5_1","R_3jfIY5eRqD0gN3l","2",0,0,"1"
"5153","5153","0","T",6,3,50,0,2,"1",0,"0","1219","4.2","dec 5_1","R_1n8Yc0RUPVfuntw","-1",0,1,"1"
"5154","5154","0","FM",2,3,55,0,1,"1",0,"0","1331","4.1","dec 5_1","R_24cUyDYi7rIAnd3","-2",0,0,"1"
"5155","5155","0","T",5,4,80,0,0,"1",1,"0","2062","5","dec 5_1","R_3HTS2QrqUfYUZ6u","2",0,1,"1"
"5156","5156","0","T",7,2,77,0,0,"3",1,"1","1179","3.7","dec 5_1","R_1eWqOsgp38M33dr","3",0,1,"1"
"5157","5157","0","T",7,2,48,1,2,"0",1,"0","2236","4.1","dec 5_1","R_2rJx3FxuBYG1ly9","1",0,1,"1"
"5158","5158","0","CND",6,4,65,0,1,"0",0,"0","1409","4.7","dec 5_1","R_12PhCzdjUNqNrRT","-2",0,0,"1"
"5159","5159","0","CND",4,1,71,0,1,"2",1,"0","4362","3.3","dec 5_1","R_1Io1jflPhquYr2S","2",0,0,"1"
"5160","5160","0","CND",4,1,74,0,0,"1",0,"0","2370","3.2","dec 5_1","R_270Re9Q0GzaUvOD","-1",0,0,"1"
"5161","5161","0","FM",5,2,73,0,1,"3",1,"0","1062","2.2","dec 5_1","R_2CHUs1tNiXuGhkw","3",0,0,"1"
"5162","5162","0","CND",5,1,68,0,0,"2",1,"1","2107","2.2","dec 5_1","R_1o7o3vyOcuTUaVQ","3",0,0,"1"
"5163","5163","0","T",7,3,85,0,1,"2",0,"0","2190","2.8","dec 5_1","R_2t2KyjPyQUqpDpA","0",0,1,"1"
"5164","5164","0","FM",4,3,44,0,1,"2",0,"0","583","3.3","dec 5_1","R_2tlBPyT4QJMyoFO","0",0,0,"1"
"5165","5165","0","T",6,0,37,1,0,"1",0,"0","720","3.3","dec 5_1","R_1ILtePO4NtDir64","-1",0,1,"1"
"5166","5166","0","T",7,1,34,1,0,"1",1,"0","901","1.7","dec 5_1","R_x4w2knHEs1Ppyr7","1",0,1,"1"
"5167","5167","0","FM",1,1,22,0,0,"1",0,"0","549","4.4","dec 5_1","R_2OSHPWkyHa5rUZ0","-3",0,0,"1"
"5168","5168","0","CND",4,1,29,1,0,"2",NA,"0","940","3.6","dec 5_1","R_3PfqZ1jYSNKxb8d",NA,0,0,"1"
"5169","5169","0","CND",3,3,34,1,1,"1",NA,"0","1783","4.9","dec 5_1","R_3PQQk3SHaLYXgQO",NA,0,0,"1"
"5170","5170","0","CND",1,1,38,1,0,"0",1,"0","8493","2.2","dec 5_1","R_3MbXRn08RTDQLjN","1",0,0,"1"
"5171","5171","0","CND",4,1,44,1,2,"1",NA,"0","1210","3.2","dec 5_1","R_1loAIN68rF005sX",NA,0,0,"1"
"5172","5172","0","T",6,1,27,1,0,"2",1,"0","1452","3.7","dec 5_1","R_a9jBtWzL6mrNfvX","3",0,1,"1"
"5173","5173","0","T",7,1,41,1,0,"0",1,"0","1093","3.8","dec 5_1","R_3rSAUooAFqaxBtp","2",0,1,"1"
"5174","5174","0","CND",2,4,45,1,3,"1",0,"0","496","3.7","dec 5_1","R_1Hkug0fIM3PuByf","-3",0,0,"1"
"5175","5175","0","T",5,2,21,1,1,"3",0,"0","1309","4.8","dec 5_1","R_1JIsrQZ7eAXsarV","-2",0,1,"1"
"5176","5176","0","FM",6,1,46,1,1,"0",0,"0","2023","3.6","dec 5_1","R_2rr1IMifC6EILHo","-3",0,0,"1"
"5177","5177","0","FM",2,3,29,1,0,"1",0,"0","1196","3.9","dec 5_1","R_RDF5OVMOVP5IMEx","-3",0,0,"1"
"5178","5178","0","FM",3,2,60,0,1,"1",0,"0","643","3.1","dec 5_2","R_1DzNqt45AI4LaiV","2",0,0,"2"
"5179","5179","0","T",6,5,41,0,2,"2",1,"1","629","4.8","dec 5_2","R_1NbvSMzClul4tn1","-2",0,1,"2"
"5180","5180","0","CND",3,1,62,0,3,"0",0,"0","850","4.2","dec 5_2","R_2QsMWgkkui5OToI","2",0,0,"2"
"5181","5181","0","T",7,3,64,0,1,"3",1,"0","1195","4.6","dec 5_2","R_300Rp8VdIh1I3Cc","-1",0,1,"2"
"5182","5182","0","FM",4,2,33,0,1,"0",0,"1","1222","4","dec 5_2","R_2fg4kZK4Wop4eeP","0",0,0,"2"
"5183","5183","0","T",5,3,48,0,3,"0",0,"1","1293","5","dec 5_2","R_2SDhCqLPmbTyDLR","1",0,1,"2"
"5184","5184","0","CND",4,2,52,0,0,"2",1,"1","1466","5","dec 5_2","R_2wBRIIBrLjmPDoe","-2",0,0,"2"
"5185","5185","0","T",6,2,38,0,0,"1",0,"0","1901","4.3","dec 5_2","R_3EbzsEJZtFh7WAP","0",0,1,"2"
"5186","5186","0","T",6,3,53,0,1,"2",0,"1","1884","4.9","dec 5_2","R_5n03VHuljGifDpf","0",0,1,"2"
"5187","5187","0","FM",1,4,74,0,1,"1",0,"1","1905","4.2","dec 5_2","R_2uE9VTVrxqlzsoh","2",0,0,"2"
"5188","5188","0","FM",3,3,50,0,3,"3",0,"1","1906","4","dec 5_2","R_2YlmDylVS5ifoSy","1",0,0,"2"
"5189","5189","0","FM",4,3,50,0,2,"2",0,"1","2487","4","dec 5_2","R_R4fpYQCivJUffFf","0",0,0,"2"
"5190","5190","0","T",5,1,60,0,3,"4",0,"0","2563","4.3","dec 5_2","R_2E3IjbU4lB7Gs0r","3",0,1,"2"
"5191","5191","0","T",7,1,69,0,0,"1",0,"1","3471","3.1","dec 5_2","R_86vGW1s7pZ2y0xP","0",0,1,"2"
"5192","5192","0","FM",5,4,69,0,1,"3",0,"1","4573","3.6","dec 5_2","R_1ohxW7BuRCWdsZY","0",0,0,"2"
"5193","5193","0","FM",5,3,34,0,2,"1",1,"0","2447","3.8","dec 5_2","R_3L5rStRY0BZ65Nf","-2",0,0,"2"
"5194","5194","0","T",7,4,30,0,3,"2",1,"1","568","4.4","dec 5_2","R_sH8X9PAOJFFzN4d","-3",0,1,"2"
"5195","5195","0","T",6,4,26,0,0,"3",1,"1","714","4.9","dec 5_2","R_yVgm9DLLqsokIOR","-2",0,1,"2"
"5196","5196","0","T",7,1,20,1,0,"3",0,"0","3668","3.5","dec 5_2","R_80RQ1tLqweYHy93","0",0,1,"2"
"5197","5197","0","T",5,2,28,1,0,"2",0,"0","784","3.8","dec 5_2","R_1Fsq7VvcJFRHg5V","0",0,1,"2"
"5198","5198","0","CND",4,1,45,1,0,"1",1,"0","1799","3.8","dec 5_2","R_2zBfBEpA9ZHd9Wz","-2",0,0,"2"
"5199","5199","0","FM",5,4,31,1,1,"2",1,"1","1382","4.8","dec 5_2","R_9o7qyz0y2MgGqZ3","-3",0,0,"2"
"5200","5200","0","T",5,1,30,1,1,"1",0,"0","1351","2.8","dec 5_2","R_BzdGdzPIRIavXBn","1",0,1,"2"
"5201","5201","0","CND",3,3,22,1,0,"3",0,"0","1105","2.6","dec 5_2","R_bDVIjXm0wH5ignL","2",0,0,"2"
"5202","5202","0","CND",4,1,27,1,0,"0",1,"0","943","2.2","dec 5_2","R_1owgDZZ42aNgyNd","-1",0,0,"2"
"5203","5203","0","T",7,1,40,1,0,"2",1,"1","1519","4.1","dec 5_2","R_2VaWrjqazmaVUAK","-1",0,1,"2"
"5204","5204","0","T",5,2,27,1,1,"3",1,"1","1847","4.5","dec 5_2","R_2fm1nyCkAAauPWy","-2",0,1,"2"
"5205","5205","0","FM",2,5,28,1,2,"4",0,"0","485","4.5","dec 5_2","R_1r6eapGZOjiCpIY","0",0,0,"2"
"5206","5206","0","FM",1,1,28,1,0,"3",0,"0","1290","3.4","dec 5_2","R_1j9sCLZJkkvzxsM","3",0,0,"2"
"5207","5207","0","FM",4,1,27,1,0,"2",0,"0","1049","3.3","dec 5_2","R_1pSW6mTCz4sE6Em","0",0,0,"2"
"5208","5208","0","FM",4,4,37,1,0,"2",0,"0","1476","3.9","dec 5_2","R_CdbP6g6Ik7waqxH","1",0,0,"2"
"5209","5209","0","FM",5,3,66,0,2,"2",0,"0","649","1","dec 5_3","R_1mI26YlyDAXdzPU","-2",0,0,"3"
"5210","5210","0","T",5,3,48,0,2,"2",0,"0","982","4.9","dec 5_3","R_UEd9RRGFn8xjKRr","3",0,1,"3"
"5211","5211","0","FM",2,3,57,0,3,"3",0,"1","887","4","dec 5_3","R_xsiCHCLZUErBbxL","3",0,0,"3"
"5212","5212","0","CND",4,2,59,0,1,"4",0,"0","1261","3.8","dec 5_3","R_aWw2QNJKeiXb5E5","0",0,0,"3"
