"","Article_day","X","ResponseId","Day","Article_Num","Category","Seven_Ordinal","Four_Ordinal","Age","Gender","FC_False","FC_True","FC_CND","Education_Score","Income_Score","Q_Ideology","Dig_Lit_Score","Ideology_Score","True_Dummy","Treatment","Article_Lean","Dummy_Ideology","Ideo_Congruence","FC_Eval"
"2310","Day_4_5",991,"R_w62Aot1jodHg0GR","Day_4",5,"True",5,3,28,0,0,5,0,4,1,"Liberal",55,-2,1,1,"Neutral","Liberal",0,"T"
"2311","Day_4_5",942,"R_1oFSyYRLFxnUKB3","Day_4",5,"True",6,4,36,0,0,5,0,4,2,"Liberal",42,-2,1,1,"Neutral","Liberal",0,"T"
"2312","Day_4_5",1695,"R_cCHab0HbSiYWc6t","Day_4",5,"True",7,4,50,1,0,5,0,4,2,"Slightly Liberal",55,-1,1,1,"Neutral","Liberal",0,"T"
"2313","Day_4_5",1682,"R_3dE9JKOEOJSxl9e","Day_4",5,"True",7,4,36,1,0,5,0,4,2,"Moderate: Middle of the road",58,0,1,1,"Neutral","Moderate",0,"T"
"2314","Day_4_5",993,"R_WqfLEiQTlmRV0Zz","Day_4",5,"Misl",3,2,32,1,0,5,0,3,2,"Extremely Conservative",61,3,0,1,"Neutral","Conservative",0,"T"
"2315","Day_4_5",271,"R_sgMbj76v1ZqH9AJ","Day_4",5,"True",7,4,28,0,0,5,0,2,2,"Extremely Liberal",45,-3,1,1,"Neutral","Liberal",0,"T"
"2316","Day_4_5",946,"R_20OGOFxgy2H9zQk","Day_4",5,"True",6,4,26,0,0,5,0,4,1,"Slightly Conservative",49,1,1,1,"Neutral","Conservative",0,"T"
"2317","Day_4_5",216,"R_1DBxUt0Ky9OnRtK","Day_4",5,"True",7,4,61,0,0,5,0,4,1,"Extremely Conservative",52,3,1,1,"Neutral","Conservative",0,"T"
"2318","Day_4_5",1686,"R_3frX1vnowyoNcQL","Day_4",5,"Misl",3,2,46,1,0,5,0,3,1,"Conservative",63,2,0,1,"Neutral","Conservative",0,"T"
"2319","Day_4_5",937,"R_1IfTtRLSqxFqJ1p","Day_4",5,"Misl",3,2,54,1,0,5,0,2,1,"Extremely Conservative",61,3,0,1,"Neutral","Conservative",0,"T"
"2320","Day_4_5",1703,"R_UFKSdPAjzhxz4Cl","Day_4",5,"True",7,4,35,1,0,5,0,3,2,"Moderate: Middle of the road",66,0,1,1,"Neutral","Moderate",0,"T"
"2321","Day_4_5",1689,"R_3NCdgJ19NGvX8f2","Day_4",5,"True",6,4,21,0,0,5,0,4,3,"Conservative",41,2,1,1,"Neutral","Conservative",0,"T"
"2322","Day_4_5",274,"R_UsfCSQhqJW3MK4h","Day_4",5,"True",6,4,61,0,1,5,0,5,2,"Moderate: Middle of the road",65,0,1,1,"Neutral","Moderate",0,"T"
"2323","Day_4_5",1671,"R_2PoCPYG1sCSBa3f","Day_4",5,"True",7,4,27,1,0,5,0,4,2,"Slightly Liberal",46,-1,1,1,"Neutral","Liberal",0,"T"
"2324","Day_4_5",240,"R_2OPFHsmyXvDsHRV","Day_4",5,"True",7,4,72,1,0,5,0,2,1,"Extremely Conservative",45,3,1,1,"Neutral","Conservative",0,"T"
"2325","Day_4_5",280,"R_ZJmGm4Pv8H1w7Wp","Day_4",5,"True",7,4,40,1,0,5,0,2,2,"Liberal",59,-2,1,1,"Neutral","Liberal",0,"T"
"2326","Day_4_5",223,"R_1k1czTFi2mEEHgi","Day_4",5,"True",5,4,33,1,0,5,0,4,2,"Conservative",40,2,1,1,"Neutral","Conservative",0,"T"
"2327","Day_4_5",1709,"R_XSU5X13XCkHP9bb","Day_4",5,"True",7,4,56,0,0,5,0,5,2,"Moderate: Middle of the road",60,0,1,1,"Neutral","Moderate",0,"T"
"2328","Day_4_5",1687,"R_3JlPxbzbjGSFhko","Day_4",5,"True",5,3,32,0,0,5,0,3,2,"Haven't thought much about it",51,0,1,1,"Neutral","Moderate",0,"T"
"2329","Day_4_5",275,"R_vp3MffDdOg5esJX","Day_4",5,"True",7,4,30,0,2,5,0,4,2,"Moderate: Middle of the road",53,0,1,1,"Neutral","Moderate",0,"T"
"2330","Day_4_5",1702,"R_UfhaRUj1wlvQdcB","Day_4",5,"True",6,4,36,1,0,5,0,3,1,"Slightly Conservative",34,1,1,1,"Neutral","Conservative",0,"T"
"2331","Day_4_5",1662,"R_21BSr7k1ooih5kD","Day_4",5,"True",5,3,44,0,0,5,0,5,2,"Liberal",64,-2,1,1,"Neutral","Liberal",0,"T"
"2332","Day_4_5",224,"R_1K7iyIiIoRkwW6L","Day_4",5,"True",6,3,18,0,5,5,0,2,1,"Liberal",52,-2,1,1,"Neutral","Liberal",0,"T"
"2333","Day_5_5",540,"R_XuDW0fnYNp0bIRz","Day_5",5,"True",6,3,29,1,0,5,0,5,2,"Liberal",43,-2,1,0,"Neutral","Liberal",0,"T"
"2334","Day_5_5",2400,"R_2RONRWTrrVGUu7h","Day_5",5,"True",6,4,46,1,0,5,0,4,2,"Conservative",48,2,1,0,"Neutral","Conservative",0,"T"
"2335","Day_5_5",2401,"R_2rvHAk7yII2pBOe","Day_5",5,"True",7,4,28,1,0,5,0,4,4,"Liberal",56,-2,1,0,"Neutral","Liberal",0,"T"
"2336","Day_5_5",1404,"R_1r1GNKh3zfLtNgm","Day_5",5,"True",6,4,40,1,0,5,0,5,1,"Liberal",66,-2,1,0,"Neutral","Liberal",0,"T"
"2337","Day_5_5",527,"R_pB0Y2EUOQWW8E6Z","Day_5",5,"True",7,4,44,1,0,5,0,2,1,"Slightly Liberal",57,-1,1,0,"Neutral","Liberal",0,"T"
"2338","Day_5_5",2377,"R_277hqS7FFIauDd5","Day_5",5,"True",7,4,45,0,0,5,0,4,2,"Liberal",64,-2,1,0,"Neutral","Liberal",0,"T"
"2339","Day_5_5",1472,"R_3MET58celZe7XE5","Day_5",5,"True",7,4,37,0,0,5,0,5,1,"Extremely Liberal",61,-3,1,0,"Neutral","Liberal",0,"T"
"2340","Day_5_5",501,"R_3GiAlzJsROH6PaV","Day_5",5,"True",7,4,35,0,0,5,0,4,2,"Moderate: Middle of the road",51,0,1,0,"Neutral","Moderate",0,"T"
"2341","Day_5_5",1487,"R_NUXnbDb2vO0n7eF","Day_5",5,"True",6,4,25,1,0,5,0,4,3,"Liberal",60,-2,1,0,"Neutral","Liberal",0,"T"
"2342","Day_5_5",1424,"R_2BqEjVBL1iGLZcX","Day_5",5,"True",7,4,29,1,0,5,0,4,2,"Liberal",56,-2,1,0,"Neutral","Liberal",0,"T"
"2343","Day_5_5",2396,"R_2qmkhQWNU0NUCtM","Day_5",5,"True",7,4,28,1,0,5,0,3,3,"Moderate: Middle of the road",64,0,1,0,"Neutral","Moderate",0,"T"
"2344","Day_5_5",1400,"R_1nQ8CiwBSrU1kb0","Day_5",5,"True",6,4,39,0,0,5,0,5,1,"Extremely Conservative",49,3,1,0,"Neutral","Conservative",0,"T"
"2345","Day_5_5",418,"R_0TzURzaEkUcHOCd","Day_5",5,"True",7,4,59,0,0,5,0,4,1,"Slightly Conservative",63,1,1,0,"Neutral","Conservative",0,"T"
"2346","Day_5_5",1009,"R_1riwrUHmqUs39Bq","Day_5",5,"True",7,4,24,0,0,5,0,3,1,"Liberal",59,-2,1,1,"Neutral","Liberal",0,"T"
"2347","Day_5_5",1037,"R_3qNDPkjAt7NFDOp","Day_5",5,"True",7,4,30,1,0,5,0,2,2,"Slightly Conservative",61,1,1,1,"Neutral","Conservative",0,"T"
"2348","Day_5_5",1011,"R_25G9Oj3Oz1bckWo","Day_5",5,"True",7,4,58,0,0,5,0,2,1,"Conservative",55,2,1,1,"Neutral","Conservative",0,"T"
"2349","Day_5_5",311,"R_2zuOITjRGXurXsh","Day_5",5,"True",7,4,39,1,0,5,0,6,2,"Liberal",47,-2,1,1,"Neutral","Liberal",0,"T"
"2350","Day_5_5",1039,"R_7TVrVkZV06BiChX","Day_5",5,"True",6,4,33,0,0,5,0,4,1,"Liberal",47,-2,1,1,"Neutral","Liberal",0,"T"
"2351","Day_5_5",1768,"R_ZjBiQVnt3vSlo41","Day_5",5,"True",7,4,23,1,0,5,0,2,1,"Slightly Conservative",44,1,1,1,"Neutral","Conservative",0,"T"
"2352","Day_5_5",2365,"R_1pLrJE4GoOSTsQd","Day_5",5,"True",7,4,29,0,0,5,0,5,2,"Slightly Conservative",58,1,1,0,"Neutral","Conservative",0,"T"
"2353","Day_5_5",1395,"R_1l0hdrf5SNkeNcF","Day_5",5,"True",7,4,26,0,0,5,0,2,1,"Slightly Liberal",52,-1,1,0,"Neutral","Liberal",0,"T"
"2354","Day_5_5",2393,"R_2pWd9cTXiWABQEt","Day_5",5,"True",5,3,37,1,0,5,0,4,3,"Conservative",37,2,1,0,"Neutral","Conservative",0,"T"
"2355","Day_5_5",1423,"R_2bPIA4ifRVowStA","Day_5",5,"True",6,3,34,1,0,5,0,6,1,"Moderate: Middle of the road",49,0,1,0,"Neutral","Moderate",0,"T"
"2356","Day_5_5",2409,"R_2tmwqgYLCnJum7o","Day_5",5,"True",6,3,30,0,0,5,0,4,3,"Liberal",37,-2,1,0,"Neutral","Liberal",0,"T"
"2357","Day_5_5",2370,"R_22LihEJVrD8SYDB","Day_5",5,"True",7,4,33,1,0,5,0,2,1,"Moderate: Middle of the road",51,0,1,0,"Neutral","Moderate",0,"T"
"2358","Day_5_5",2434,"R_3ltPQoMeqsXfZIJ","Day_5",5,"True",7,4,30,1,0,5,0,2,1,"Conservative",64,2,1,0,"Neutral","Conservative",0,"T"
"2359","Day_5_5",520,"R_bjFyLBPeudhTb4l","Day_5",5,"True",6,3,41,0,0,5,0,3,1,"Slightly Liberal",52,-1,1,0,"Neutral","Liberal",0,"T"
"2360","Day_5_5",1479,"R_6FlIXyLngNxnDl7","Day_5",5,"True",6,4,47,1,0,5,0,4,2,"Conservative",51,2,1,0,"Neutral","Conservative",0,"T"
"2361","Day_5_5",2359,"R_1LoqQb6EdozUkgO","Day_5",5,"True",6,4,54,1,0,5,0,4,2,"Extremely Liberal",47,-3,1,0,"Neutral","Liberal",0,"T"
"2362","Day_5_5",1428,"R_2OT2nx7N70qOtGG","Day_5",5,"True",7,4,33,1,0,5,0,2,1,"Extremely Liberal",52,-3,1,0,"Neutral","Liberal",0,"T"
"2363","Day_5_5",1412,"R_24wwRVIaTGXgf3W","Day_5",5,"True",7,4,58,1,0,5,0,5,1,"Moderate: Middle of the road",38,0,1,0,"Neutral","Moderate",0,"T"
"2364","Day_5_5",511,"R_3nOYHBkvLDNW8Jy","Day_5",5,"True",7,4,23,1,0,5,0,4,1,"Extremely Liberal",61,-3,1,0,"Neutral","Liberal",0,"T"
"2365","Day_5_5",1484,"R_DAipeRXlE7AIfzX","Day_5",5,"True",6,4,74,1,0,5,0,5,2,"Conservative",57,2,1,0,"Neutral","Conservative",0,"T"
"2366","Day_5_5",1485,"R_Df5SWhV9eaECRr3","Day_5",5,"True",7,4,55,1,0,5,0,4,2,"Moderate: Middle of the road",56,0,1,0,"Neutral","Moderate",0,"T"
"2367","Day_5_5",2468,"R_z2WXNYuOlKOGrjr","Day_5",5,"True",6,4,21,1,0,5,0,2,1,"Liberal",47,-2,1,0,"Neutral","Liberal",0,"T"
"2368","Day_5_5",489,"R_2wMNezcTl8Rbwmz","Day_5",5,"True",5,4,33,0,0,5,0,2,1,"Extremely Liberal",61,-3,1,0,"Neutral","Liberal",0,"T"
"2369","Day_5_5",517,"R_6nZHX1S72k9yVax","Day_5",5,"True",7,4,32,0,0,5,0,6,3,"Extremely Liberal",39,-3,1,0,"Neutral","Liberal",0,"T"
"2370","Day_5_5",1411,"R_24GE7QdGCcccxN6","Day_5",5,"True",7,4,37,0,0,5,0,4,2,"Extremely Liberal",62,-3,1,0,"Neutral","Liberal",0,"T"
"2371","Day_5_5",1425,"R_2BzDA9y59se4dES","Day_5",5,"True",7,4,50,0,0,5,0,5,2,"Slightly Conservative",62,1,1,0,"Neutral","Conservative",0,"T"
"2372","Day_5_5",457,"R_2aRYPaccUy9icOe","Day_5",5,"Coul",4,3,21,1,0,5,0,2,2,"Conservative",61,2,0,0,"Neutral","Conservative",0,"T"
"2373","Day_5_5",2399,"R_2QzD9koU8gz6vht","Day_5",5,"True",5,3,19,1,0,5,0,3,1,"Slightly Conservative",43,1,1,0,"Neutral","Conservative",0,"T"
"2374","Day_5_5",2464,"R_vx04LDw9ZPn0e1H","Day_5",5,"True",7,4,45,1,0,5,0,4,2,"Slightly Conservative",61,1,1,0,"Neutral","Conservative",0,"T"
"2375","Day_5_5",1481,"R_b3l6I7FcA4rgSAN","Day_5",5,"True",6,4,34,1,0,5,0,4,1,"Liberal",50,-2,1,0,"Neutral","Liberal",0,"T"
"2376","Day_5_5",2345,"R_124ieQHut2nerZ9","Day_5",5,"True",7,4,51,1,0,5,0,4,3,"Slightly Conservative",58,1,1,0,"Neutral","Conservative",0,"T"
"2377","Day_5_5",2414,"R_2VQiSjjVvrAznlZ","Day_5",5,"True",7,4,43,0,0,5,0,3,2,"Extremely Conservative",50,3,1,0,"Neutral","Conservative",0,"T"
"2378","Day_5_5",528,"R_PwJhovPpoRtamjv","Day_5",5,"True",5,3,29,0,0,5,0,4,2,"Moderate: Middle of the road",46,0,1,0,"Neutral","Moderate",0,"T"
"2379","Day_5_5",1406,"R_22DESHUbklHsjMr","Day_5",5,"True",7,4,54,1,0,5,0,3,2,"Liberal",66,-2,1,0,"Neutral","Liberal",0,"T"
"2380","Day_5_5",1408,"R_22mFlnTmSUhtVBJ","Day_5",5,"Coul",4,3,47,0,0,5,0,2,3,"Slightly Conservative",49,1,0,0,"Neutral","Conservative",0,"T"
"2381","Day_5_5",1502,"R_WqRmNxC82OIpIat","Day_5",5,"True",7,4,54,1,0,5,0,5,3,"Liberal",48,-2,1,0,"Neutral","Liberal",0,"T"
"2382","Day_5_5",2445,"R_b8iwAG2h3ozTjPj","Day_5",5,"True",7,4,19,0,0,5,0,2,2,"Liberal",42,-2,1,0,"Neutral","Liberal",0,"T"
"2383","Day_5_5",505,"R_3Je2sxnQeV2G8Oy","Day_5",5,"True",6,4,26,0,0,5,0,5,2,"Extremely Liberal",49,-3,1,0,"Neutral","Liberal",0,"T"
"2384","Day_5_5",1439,"R_2S0J3Bd2CrQYr1p","Day_5",5,"Coul",4,3,29,0,0,5,0,4,2,"Liberal",58,-2,0,0,"Neutral","Liberal",0,"T"
"2385","Day_5_5",2411,"R_2TzY3jcxZVvTYBP","Day_5",5,"True",7,4,29,1,0,5,0,4,1,"Liberal",59,-2,1,0,"Neutral","Liberal",0,"T"
"2386","Day_5_5",431,"R_1KxPKKm7CyzbWSH","Day_5",5,"True",6,4,21,0,0,5,0,4,3,"Slightly Liberal",53,-1,1,0,"Neutral","Liberal",0,"T"
"2387","Day_5_5",1466,"R_3htG43MO2Hd9wgz","Day_5",5,"True",6,4,31,1,0,5,0,3,1,"Liberal",50,-2,1,0,"Neutral","Liberal",0,"T"
"2388","Day_5_5",525,"R_O84WkGo3GA0M9ON","Day_5",5,"True",7,4,62,0,0,5,0,2,1,"Liberal",38,-2,1,0,"Neutral","Liberal",0,"T"
"2389","Day_5_5",1388,"R_1gSo8c382uJkzqg","Day_5",5,"True",7,4,25,0,0,5,0,2,1,"Moderate: Middle of the road",62,0,1,0,"Neutral","Moderate",0,"T"
"2390","Day_5_5",1467,"R_3Hv3PinnIZqpGcB","Day_5",5,"True",5,3,41,1,0,5,0,4,2,"Slightly Conservative",39,1,1,0,"Neutral","Conservative",0,"T"
"2391","Day_5_5",1444,"R_2tmQWfknpcBRsIq","Day_5",5,"True",7,4,26,0,0,5,0,4,1,"Extremely Liberal",59,-3,1,0,"Neutral","Liberal",0,"T"
"2392","Day_5_5",1499,"R_V3l1ByfTUpSAkmJ","Day_5",5,"True",7,4,25,0,0,5,0,3,1,"Slightly Liberal",45,-1,1,0,"Neutral","Liberal",0,"T"
"2393","Day_5_5",1459,"R_3DqdjWhCGm48Bcg","Day_5",5,"True",6,4,31,1,0,5,0,4,1,"Extremely Liberal",62,-3,1,0,"Neutral","Liberal",0,"T"
"2394","Day_5_5",515,"R_3r0UjrjoiMEbHA6","Day_5",5,"True",6,4,48,1,0,5,0,3,2,"Moderate: Middle of the road",56,0,1,0,"Neutral","Moderate",0,"T"
"2395","Day_5_5",533,"R_TdUKqNrfw4mO5zj","Day_5",5,"True",6,3,61,0,0,5,0,5,1,"Extremely Liberal",61,-3,1,0,"Neutral","Liberal",0,"T"
"2396","Day_5_5",2354,"R_1jlUvL1iVH11Z90","Day_5",5,"True",7,4,19,0,0,5,0,2,2,"Slightly Liberal",44,-1,1,0,"Neutral","Liberal",0,"T"
"2397","Day_5_5",1384,"R_1Dv8f3X9lkGQoLF","Day_5",5,"True",7,3,23,0,0,5,0,4,1,"Liberal",60,-2,1,0,"Neutral","Liberal",0,"T"
"2398","Day_5_5",328,"R_eJLv4Pxag6jn2nv","Day_5",5,"True",5,3,59,1,0,5,0,2,3,"Slightly Conservative",52,1,1,1,"Neutral","Conservative",0,"T"
"2399","Day_5_5",337,"R_YRBRReZUnwWr7IB","Day_5",5,"True",7,4,36,1,0,5,0,2,1,"Liberal",51,-2,1,1,"Neutral","Liberal",0,"T"
"2400","Day_5_5",306,"R_2SqxncHIYHKr5Pt","Day_5",5,"True",7,4,68,1,0,5,0,5,2,"Extremely Liberal",50,-3,1,1,"Neutral","Liberal",0,"T"
"2401","Day_5_5",1015,"R_28Vf8dLWto8Ey69","Day_5",5,"True",7,4,32,1,0,5,0,2,1,"Extremely Conservative",61,3,1,1,"Neutral","Conservative",0,"T"
"2402","Day_5_5",1722,"R_1QbFutSDzoqIKdf","Day_5",5,"True",7,4,44,1,0,5,0,4,2,"Liberal",47,-2,1,1,"Neutral","Liberal",0,"T"
"2403","Day_5_5",1025,"R_2Ych1DsBT3dkwsS","Day_5",5,"True",7,4,46,0,0,5,0,4,1,"Extremely Liberal",61,-3,1,1,"Neutral","Liberal",0,"T"
"2404","Day_5_5",298,"R_27vNA56KyHmQtyU","Day_5",5,"True",6,4,35,0,0,5,0,4,2,"Extremely Conservative",50,3,1,1,"Neutral","Conservative",0,"T"
"2405","Day_5_5",997,"R_1d6oC64872yBZPi","Day_5",5,"True",7,4,25,0,0,5,0,4,2,"Liberal",55,-2,1,1,"Neutral","Liberal",0,"T"
"2406","Day_5_5",1756,"R_DAUkiYGCMsVqL1T","Day_5",5,"True",7,4,22,0,0,5,0,4,1,"Extremely Liberal",49,-3,1,1,"Neutral","Liberal",0,"T"
"2407","Day_5_5",302,"R_2EpczuGurvgUtJI","Day_5",5,"True",6,4,51,0,0,5,0,4,1,"Slightly Conservative",60,1,1,1,"Neutral","Conservative",0,"T"
"2408","Day_5_5",1030,"R_3iEDgAiV3AP8m8X","Day_5",5,"True",6,4,39,0,0,5,0,4,2,"Conservative",46,2,1,1,"Neutral","Conservative",0,"T"
"2409","Day_5_5",334,"R_sXbKhNb9K6dSr2F","Day_5",5,"True",6,4,58,0,0,5,0,4,1,"Liberal",45,-2,1,1,"Neutral","Liberal",0,"T"
"2410","Day_5_5",1760,"R_O9hC6DFaKWQT4U9","Day_5",5,"True",6,4,22,0,0,5,0,2,1,"Extremely Liberal",54,-3,1,1,"Neutral","Liberal",0,"T"
"2411","Day_5_5",305,"R_2qaQMqtIoGwfnYf","Day_5",5,"Coul",4,3,60,1,0,5,0,4,1,"Conservative",43,2,0,1,"Neutral","Conservative",0,"T"
"2412","Day_5_5",1034,"R_3O0l1bztIS0E79D","Day_5",5,"True",7,4,42,0,0,5,0,5,3,"Slightly Liberal",57,-1,1,1,"Neutral","Liberal",0,"T"
"2413","Day_5_5",1750,"R_3O32f87tm4h6a6e","Day_5",5,"True",7,4,34,1,0,5,0,4,1,"Liberal",57,-2,1,1,"Neutral","Liberal",0,"T"
"2414","Day_5_5",996,"R_110X7dYcxCvE3Hy","Day_5",5,"True",7,4,39,0,0,5,0,2,2,"Moderate: Middle of the road",52,0,1,1,"Neutral","Moderate",0,"T"
"2415","Day_5_5",297,"R_25zL39zP7wQfHMF","Day_5",5,"True",7,4,30,1,0,5,0,3,1,"Extremely Liberal",64,-3,1,1,"Neutral","Liberal",0,"T"
"2416","Day_5_5",998,"R_1Dx5CC8LBWeQNxR","Day_5",5,"True",5,3,27,1,0,5,0,4,3,"Liberal",59,-2,1,1,"Neutral","Liberal",0,"T"
"2417","Day_5_5",999,"R_1dz6tLKCczIHJ23","Day_5",5,"True",7,4,36,0,0,5,0,2,4,"Slightly Liberal",58,-1,1,1,"Neutral","Liberal",0,"T"
"2418","Day_5_5",1715,"R_1hz1kFZWpKIf58R","Day_5",5,"True",7,4,23,0,0,5,0,4,2,"Moderate: Middle of the road",58,0,1,1,"Neutral","Moderate",0,"T"
"2419","Day_5_5",1729,"R_28S3ZrKsl8C9uds","Day_5",5,"True",6,4,36,0,0,5,0,4,1,"Liberal",46,-2,1,1,"Neutral","Liberal",0,"T"
"2420","Day_5_5",316,"R_3is2WtZ8YVpKCrW","Day_5",5,"True",7,4,54,0,0,5,0,4,2,"Liberal",44,-2,1,1,"Neutral","Liberal",0,"T"
"2421","Day_5_5",1731,"R_2E6tJkRqyU26MRc","Day_5",5,"True",7,4,37,0,0,5,0,5,1,"Extremely Liberal",55,-3,1,1,"Neutral","Liberal",0,"T"
"2422","Day_5_5",1719,"R_1Kx3uuuVaWLo9bi","Day_5",5,"True",6,4,28,0,0,5,0,3,1,"Moderate: Middle of the road",52,0,1,1,"Neutral","Moderate",0,"T"
"2423","Day_5_5",1006,"R_1Lv760cy2nG0ShC","Day_5",5,"True",7,4,29,0,0,5,0,2,1,"Extremely Liberal",45,-3,1,1,"Neutral","Liberal",0,"T"
"2424","Day_5_5",1734,"R_2OTonq3wMKFk21w","Day_5",5,"Coul",7,3,50,1,0,5,0,4,3,"Conservative",44,2,0,1,"Neutral","Conservative",0,"T"
"2425","Day_5_5",321,"R_3O7AsSrPlAJs2pD","Day_5",5,"True",6,4,39,0,0,5,0,5,1,"Conservative",61,2,1,1,"Neutral","Conservative",0,"T"
"2426","Day_5_5",1763,"R_sSsZVOcNeOs958R","Day_5",5,"True",7,4,50,0,0,5,0,2,2,"Haven't thought much about it",56,0,1,1,"Neutral","Moderate",0,"T"
"2427","Day_5_5",426,"R_1I6h0Nep9BI2w1N","Day_5",5,"True",6,4,31,0,0,5,0,5,3,"Slightly Liberal",63,-1,1,0,"Neutral","Liberal",0,"T"
"2428","Day_5_5",2408,"R_2tMrwQmOC5cI8Vl","Day_5",5,"True",7,4,37,0,0,5,0,5,2,"Extremely Liberal",45,-3,1,0,"Neutral","Liberal",0,"T"
"2429","Day_5_5",420,"R_1DpStEc8Nr5h2v1","Day_5",5,"True",7,4,42,1,0,5,0,2,1,"Extremely Liberal",58,-3,1,0,"Neutral","Liberal",0,"T"
"2430","Day_5_5",2362,"R_1MW05c7p9YgWJhq","Day_5",5,"True",6,4,33,0,0,5,0,2,1,"Extremely Liberal",56,-3,1,0,"Neutral","Liberal",0,"T"
"2431","Day_5_5",2361,"R_1mtuGiVFjbHBLwl","Day_5",5,"True",7,4,34,0,0,5,0,5,2,"Moderate: Middle of the road",52,0,1,0,"Neutral","Moderate",0,"T"
"2432","Day_5_5",1405,"R_1TjFsn1CkQmj60h","Day_5",5,"True",6,3,35,1,0,5,0,4,2,"Conservative",45,2,1,0,"Neutral","Conservative",0,"T"
"2433","Day_5_5",1497,"R_TkpCWIbQ89N7ENX","Day_5",5,"True",7,4,45,0,0,5,0,4,1,"Extremely Liberal",62,-3,1,0,"Neutral","Liberal",0,"T"
"2434","Day_5_5",2458,"R_sj9c59jN5ayZLRD","Day_5",5,"True",7,4,52,1,0,5,0,2,1,"Liberal",49,-2,1,0,"Neutral","Liberal",0,"T"
"2435","Day_5_5",2457,"R_R4QlNENg6xFO7Nn","Day_5",5,"True",7,4,28,1,0,5,0,6,1,"Slightly Conservative",51,1,1,0,"Neutral","Conservative",0,"T"
"2436","Day_5_5",1449,"R_2Uf08qkuzG2RGGR","Day_5",5,"True",7,4,28,1,0,5,0,3,2,"Moderate: Middle of the road",59,0,1,0,"Neutral","Moderate",0,"T"
"2437","Day_5_5",1422,"R_2b3kXJvvXNopMiK","Day_5",5,"True",6,4,27,0,0,5,0,2,2,"Liberal",62,-2,1,0,"Neutral","Liberal",0,"T"
"2438","Day_5_5",1461,"R_3fC682f8MenV75y","Day_5",5,"True",7,4,42,0,0,5,0,5,1,"Liberal",59,-2,1,0,"Neutral","Liberal",0,"T"
"2439","Day_5_5",2432,"R_3k0NmmPIE57d5MM","Day_5",5,"True",7,4,18,0,0,5,0,2,2,"Liberal",58,-2,1,0,"Neutral","Liberal",0,"T"
"2440","Day_5_5",2433,"R_3kHU2AkqxtoYrbL","Day_5",5,"True",7,4,53,0,0,5,0,2,1,"Slightly Liberal",45,-1,1,0,"Neutral","Liberal",0,"T"
"2441","Day_5_5",2455,"R_r289NJ0lUB2ws8h","Day_5",5,"True",7,4,29,0,0,5,0,5,2,"Moderate: Middle of the road",51,0,1,0,"Neutral","Moderate",0,"T"
"2442","Day_5_5",1493,"R_R3oGKGtDbywidMJ","Day_5",5,"True",6,4,28,0,0,5,0,4,3,"Moderate: Middle of the road",40,0,1,0,"Neutral","Moderate",0,"T"
"2443","Day_5_5",512,"R_3pa3dhOQFlUxEv9","Day_5",5,"True",7,4,46,1,0,5,0,3,1,"Slightly Liberal",60,-1,1,0,"Neutral","Liberal",0,"T"
"2444","Day_5_5",2353,"R_1jBQiiT7YhC3H4N","Day_5",5,"True",6,4,61,0,0,5,0,2,1,"Slightly Liberal",54,-1,1,0,"Neutral","Liberal",0,"T"
"2445","Day_5_5",478,"R_2SDANWOBodYiVP6","Day_5",5,"True",5,3,51,1,0,5,0,3,1,"Conservative",63,2,1,0,"Neutral","Conservative",0,"T"
"2446","Day_5_5",1463,"R_3G3NdyCACoZKWoM","Day_5",5,"True",7,4,52,0,0,5,0,4,4,"Slightly Liberal",52,-1,1,0,"Neutral","Liberal",0,"T"
"2447","Day_5_5",490,"R_2wnR0jWKMAsX9kh","Day_5",5,"True",6,3,22,1,0,5,0,3,1,"Slightly Liberal",65,-1,1,0,"Neutral","Liberal",0,"T"
"2448","Day_6_2",549,"R_1jHXu8ibUhKW0Le","Day_6",2,"True",7,4,26,0,0,5,0,4,2,"Extremely Liberal",47,-3,1,0,"Liberal","Liberal",1,"T"
"2449","Day_6_2",1785,"R_2PhE26kxmwfkJ0L","Day_6",2,"Misl",4,3,32,0,0,5,0,4,3,"Slightly Conservative",58,1,0,1,"Liberal","Conservative",0,"T"
"2450","Day_6_2",343,"R_1hXfnu4F9jyOhWA","Day_6",2,"True",7,4,31,1,0,5,0,4,2,"Conservative",40,2,1,1,"Liberal","Conservative",0,"T"
"2451","Day_6_2",344,"R_1IkQzvoGKaQSRwd","Day_6",2,"True",6,4,40,0,0,5,0,3,3,"Slightly Conservative",62,1,1,1,"Liberal","Conservative",0,"T"
"2452","Day_6_2",1788,"R_2wzaF2gk19w1xld","Day_6",2,"True",7,4,27,0,0,5,0,4,1,"Liberal",55,-2,1,1,"Liberal","Liberal",1,"T"
"2453","Day_6_2",346,"R_1NwwkrUEV4NjszG","Day_6",2,"True",7,4,34,0,0,5,0,3,1,"Liberal",61,-2,1,1,"Liberal","Liberal",1,"T"
"2454","Day_6_2",347,"R_1reThb0k0XZRTJk","Day_6",2,"True",7,4,34,1,0,5,0,4,1,"Moderate: Middle of the road",60,0,1,1,"Liberal","Moderate",0,"T"
"2455","Day_6_2",1791,"R_3CK3GAFPCgOhFJ0","Day_6",2,"True",1,1,35,0,0,5,0,2,1,"Extremely Liberal",55,-3,1,1,"Liberal","Liberal",1,"T"
